crop_type,geographic_area,2022_farms,2022_acres,2022_quantity,2022_irrigated_farms,2022_irrigated_acres,2017_farms,2017_acres,2017_quantity,2017_irrigated_farms,2017_irrigated_acres
CANOLA (POUNDS),State Total,,,,,,,,,,
CANOLA (POUNDS),Virginia,3,(D),33366,,,2,(D),(D),1,(D)
CORN FOR GRAIN (BUSHELS),Goochland,10,3914,812310,,,,13,2521,253260,,
CORN FOR GRAIN (BUSHELS),Grayson,10,2860,232094,1,(D),5,135,14910,,
CORN FOR GRAIN (BUSHELS),Greene,3,(D),(D),,,,1,(D),(D),,
CORN FOR GRAIN (BUSHELS),Greensville,18,2101,303604,1,(D),24,1616,167069,1,(D)
CORN FOR GRAIN (BUSHELS),Halifax,47,3820,481461,2,(D),28,1611,162017,,
CORN FOR GRAIN (BUSHELS),Hanover,39,12366,1914676,5,1301,50,13298,1488310,7,1321
CORN FOR GRAIN (BUSHELS),Henrico,12,1709,235190,,,,6,1657,232380,1,(D)
CORN FOR GRAIN (BUSHELS),Henry,5,40,3600,,,,,,,
CORN FOR GRAIN (BUSHELS),Highland,1,(D),(D),,,,2,(D),(D),,
CORN FOR GRAIN (BUSHELS),Isle of Wight,59,11153,1415323,4,217,49,10598,1589318,4,534
CORN FOR GRAIN (BUSHELS),James City,2,(D),(D),,,,2,(D),(D),,
CORN FOR GRAIN (BUSHELS),King and Queen,33,12284,1914432,3,927,34,12347,1510053,3,(D)
CORN FOR GRAIN (BUSHELS),King George,15,1382,240211,,,,15,3426,496958,,
CORN FOR GRAIN (BUSHELS),King William,33,10416,1730964,6,594,18,8813,1259893,3,(D)
CORN FOR GRAIN (BUSHELS),Lancaster,13,2552,481952,,,,23,5102,772804,,
CORN FOR GRAIN (BUSHELS),Lee,47,480,44275,,,,75,1003,114988,,
CORN FOR GRAIN (BUSHELS),Loudoun,25,4032,687670,2,(D),28,5965,752045,,
CORN FOR GRAIN (BUSHELS),Louisa,16,4607,709452,,,,16,1911,234913,1,(D)
CORN FOR GRAIN (BUSHELS),Lunenburg,9,1163,115567,,,,4,1203,(D),,
CORN FOR GRAIN (BUSHELS),Madison,31,6929,1190576,,,,34,6532,967437,,
